"COMID","GNIS_NAME","LCM_Reach","Huc6"
23786191,"Crabtree Creek","South Santiam Reach B","170900"
23786193,"Crabtree Creek","South Santiam Reach B","170900"
23786195,"Crabtree Creek","South Santiam Reach B","170900"
23786197,"Crabtree Creek","South Santiam Reach B","170900"
23786199,"Crabtree Creek","South Santiam Reach B","170900"
23786203,"Crabtree Creek","South Santiam Reach B","170900"
23786205,"Crabtree Creek","South Santiam Reach B","170900"
23786207,"Crabtree Creek","South Santiam Reach B","170900"
23786209,"Crabtree Creek","South Santiam Reach B","170900"
23786211,"Crabtree Creek","South Santiam Reach B","170900"
23786213,"Crabtree Creek","South Santiam Reach B","170900"
23786215,"Crabtree Creek","South Santiam Reach B","170900"
23786217,"Crabtree Creek","South Santiam Reach B","170900"
23786227,"Thomas Creek","South Santiam Reach B","170900"
23786229,"Thomas Creek","South Santiam Reach B","170900"
23786231,"Thomas Creek","South Santiam Reach B","170900"
23786233,"Thomas Creek","South Santiam Reach B","170900"
23786235,"Thomas Creek","South Santiam Reach B","170900"
23786237,"Thomas Creek","South Santiam Reach B","170900"
23786239,"Thomas Creek","South Santiam Reach B","170900"
23786241,"Thomas Creek","South Santiam Reach B","170900"
23786247,"Thomas Creek","South Santiam Reach B","170900"
23786249,"Thomas Creek","South Santiam Reach B","170900"
23786251,"Thomas Creek","South Santiam Reach B","170900"
23786263,"Thomas Creek","South Santiam Reach B","170900"
23786265,"Thomas Creek","South Santiam Reach B","170900"
23786267,"Thomas Creek","South Santiam Reach B","170900"
23786269,"Thomas Creek","South Santiam Reach B","170900"
23786271,"Thomas Creek","South Santiam Reach B","170900"
23786273,"Thomas Creek","South Santiam Reach B","170900"
23786275,"Thomas Creek","South Santiam Reach B","170900"
23786277,"Thomas Creek","South Santiam Reach B","170900"
23786279,"Thomas Creek","South Santiam Reach B","170900"
23786285,"Thomas Creek","South Santiam Reach B","170900"
23786287,"Thomas Creek","South Santiam Reach B","170900"
23786289,"Thomas Creek","South Santiam Reach B","170900"
23786291,"Thomas Creek","South Santiam Reach B","170900"
23786293,"Thomas Creek","South Santiam Reach B","170900"
23786295,"Thomas Creek","South Santiam Reach B","170900"
23786297,"Thomas Creek","South Santiam Reach B","170900"
23786299,"Thomas Creek","South Santiam Reach B","170900"
23786301,"Thomas Creek","South Santiam Reach B","170900"
23786303,"Thomas Creek","South Santiam Reach B","170900"
23786305,"Thomas Creek","South Santiam Reach B","170900"
23786307,"Thomas Creek","South Santiam Reach B","170900"
23786309,"Thomas Creek","South Santiam Reach B","170900"
23786311,"Thomas Creek","South Santiam Reach B","170900"
23786665," ","South Santiam Reach B","170900"
23787245,"Wiley Creek","South Santiam Reach D","170900"
23787257,"South Santiam River","South Santiam Migration","170900"
23791011,"Willamette River","Mainstem_Falls2Mouth","170900"
23791013,"Willamette River","Mainstem_Falls2Mouth","170900"
23791015,"Willamette River","Mainstem_Falls2Mouth","170900"
23791017,"Willamette River","Mainstem_San2Falls_DS","170900"
23791051,"Willamette River","Mainstem_San2Falls_US","170900"
23791055,"Willamette River","Mainstem_San2Falls_US","170900"
23791071,"Willamette River","Mainstem_San2Falls_US","170900"
23791073,"Willamette River","Mainstem_San2Falls_US","170900"
23791079,"Willamette River","Mainstem_San2Falls_US","170900"
23791081,"Willamette River","Mainstem_San2Falls_US","170900"
23791083,"Willamette River","Mainstem_San2Falls_US","170900"
23791085,"Willamette River","Mainstem_San2Falls_US","170900"
23791087,"Willamette River","Mainstem_San2Falls_US","170900"
23791089,"Willamette River","Mainstem_San2Falls_US","170900"
23791091,"Willamette River","Mainstem_San2Falls_US","170900"
23791093,"Willamette River","Mainstem_San2Falls_US","170900"
23791153,"Willamette River","Mainstem_San2Falls_US","170900"
23791155,"Willamette River","Mainstem_San2Falls_US","170900"
23791157,"Willamette River","Mainstem_San2Falls_US","170900"
23791271,"Willamette River","Mainstem_San2Falls_DS","170900"
23791273,"Willamette River","Mainstem_San2Falls_DS","170900"
23791275,"Willamette River","Mainstem_San2Falls_DS","170900"
23791277,"Willamette River","Mainstem_San2Falls_DS","170900"
23791279,"Willamette River","Mainstem_San2Falls_DS","170900"
23791281,"Willamette River","Mainstem_San2Falls_DS","170900"
23791283,"Willamette River","Mainstem_San2Falls_DS","170900"
23791285,"Willamette River","Mainstem_San2Falls_DS","170900"
23791287,"Willamette River","Mainstem_San2Falls_DS","170900"
23791289,"Willamette River","Mainstem_San2Falls_DS","170900"
23791291,"Willamette River","Mainstem_San2Falls_DS","170900"
23791293,"Willamette River","Mainstem_San2Falls_DS","170900"
23791295,"Willamette River","Mainstem_San2Falls_DS","170900"
23791297,"Willamette River","Mainstem_San2Falls_DS","170900"
23791299,"Willamette River","Mainstem_San2Falls_DS","170900"
23791301,"Willamette River","Mainstem_San2Falls_DS","170900"
23791303,"Willamette River","Mainstem_San2Falls_DS","170900"
23791305,"Willamette River","Mainstem_San2Falls_DS","170900"
23791307,"Willamette River","Mainstem_San2Falls_US","170900"
23791309,"Willamette River","Mainstem_San2Falls_US","170900"
23791311,"Willamette River","Mainstem_San2Falls_US","170900"
23791315,"Willamette River","Mainstem_San2Falls_US","170900"
23791317,"Willamette River","Mainstem_San2Falls_US","170900"
23791319,"Willamette River","Mainstem_San2Falls_US","170900"
23791321,"Willamette River","Mainstem_San2Falls_US","170900"
23791323,"Willamette River","Mainstem_San2Falls_US","170900"
23791325,"Willamette River","Mainstem_San2Falls_US","170900"
23791327,"Willamette River","Mainstem_San2Falls_US","170900"
23791329,"Willamette River","Mainstem_San2Falls_US","170900"
23791331,"Willamette River","Mainstem_San2Falls_US","170900"
23791363,"Willamette River","Mainstem_San2Falls_US","170900"
23791365,"Willamette River","Mainstem_San2Falls_US","170900"
23791367,"Willamette River","Mainstem_San2Falls_US","170900"
23791369,"Willamette River","Mainstem_San2Falls_US","170900"
23791371,"Willamette River","Mainstem_San2Falls_US","170900"
23791373,"Willamette River","Mainstem_San2Falls_US","170900"
23791375,"Willamette River","Mainstem_San2Falls_US","170900"
23791377,"Willamette River","Mainstem_San2Falls_US","170900"
23791379,"Willamette River","Mainstem_San2Falls_US","170900"
23791381,"Willamette River","Mainstem_San2Falls_US","170900"
23791383,"Willamette River","Mainstem_San2Falls_US","170900"
23791385,"Willamette River","Mainstem_San2Falls_US","170900"
23791387,"Willamette River","Mainstem_San2Falls_US","170900"
23791389,"Willamette River","Mainstem_San2Falls_US","170900"
23791391,"Willamette River","Mainstem_San2Falls_DS","170900"
23791393,"Willamette River","Mainstem_San2Falls_DS","170900"
23791395,"Willamette River","Mainstem_San2Falls_DS","170900"
23791397,"Willamette River","Mainstem_San2Falls_DS","170900"
23791399,"Willamette River","Mainstem_San2Falls_DS","170900"
23791401,"Willamette River","Mainstem_San2Falls_DS","170900"
23791403,"Willamette River","Mainstem_San2Falls_DS","170900"
23791405,"Willamette River","Mainstem_San2Falls_DS","170900"
23791407,"Willamette River","Mainstem_San2Falls_DS","170900"
23791409,"Willamette River","Mainstem_San2Falls_DS","170900"
23791411,"Willamette River","Mainstem_San2Falls_DS","170900"
23791413,"Willamette River","Mainstem_San2Falls_DS","170900"
23791991,"Willamette River","Mainstem_San2Falls_US","170900"
23791995,"Willamette River","Mainstem_San2Falls_US","170900"
23792391,"Willamette River","Mainstem_San2Falls_US","170900"
23792551,"Willamette River","Mainstem_San2Falls_US","170900"
23792573,"Willamette River","Mainstem_San2Falls_US","170900"
23792799,"Willamette River","Mainstem_San2Falls_US","170900"
23792801,"Willamette River","Mainstem_San2Falls_US","170900"
23814908,"Willamette River","Mainstem_Falls2Mouth","170900"
23814910,"Willamette River","Mainstem_Falls2Mouth","170900"
23815038,"Willamette River","Mainstem_Falls2Mouth","170900"
23815040,"Willamette River","Mainstem_Falls2Mouth","170900"
23815042,"Willamette River","Mainstem_Falls2Mouth","170900"
23815044,"Willamette River","Mainstem_Falls2Mouth","170900"
23815046,"Willamette River","Mainstem_Falls2Mouth","170900"
23815048,"Willamette River","Mainstem_Falls2Mouth","170900"
23815050,"Willamette River","Mainstem_Falls2Mouth","170900"
23815052,"Willamette River","Mainstem_Falls2Mouth","170900"
23815054,"Willamette River","Mainstem_Falls2Mouth","170900"
23815056,"Willamette River","Mainstem_Falls2Mouth","170900"
23815058,"Willamette River","Mainstem_Falls2Mouth","170900"
25018629,"Middle Fork Willamette River","Middle Fork Reach A","170900"
25018631,"Middle Fork Willamette River","Middle Fork Reach A",NA
25019060," ","McKenzie Reach C","170900"
25019074,"South Fork McKenzie River","McKenzie Reach C",NA
25019080," ","McKenzie Reach C",NA
137182882,"Willamette River","Mainstem_San2Falls_US","170900"
947090051,"North Fork Middle Fork Willamette River","Middle Fork Reach D","170900"
947090052,"North Fork Middle Fork Willamette River","Middle Fork Reach D","170900"
947090069,"McKenzie River","McKenzie Reach A","170900"
947090070,"McKenzie River","McKenzie Reach A","170900"
947090073," ","McKenzie Reach B","170900"
947090074," ","McKenzie Reach B","170900"
947090075,"Willamette River","Mainstem_San2Falls_US","170900"
947090076,"Willamette River","Mainstem_San2Falls_US","170900"
947090077,"Willamette River","Mainstem_San2Falls_US","170900"
947090078,"Willamette River","Mainstem_San2Falls_US","170900"
